,trial,Mean distribution1,Mean distribution1,t-stat,p-value,FP
1,1.0,0.9078301511448398,2.0112789243881246,-1.4033826805542793,0.23316631105341118,0.0
2,2.0,0.9407161224324053,0.4845915105671577,0.7465489197557481,0.4968248440910699,0.0
3,3.0,0.5013027713407278,1.016380715411515,-0.454813500829562,0.6728336674017895,0.0
4,4.0,1.8418724690769073,1.3349452595124172,0.49090549982804343,0.649207207036808,0.0
5,5.0,1.0282968466270506,0.5489645924015101,0.9348833392028101,0.4027747273611706,0.0
6,6.0,0.031174031219651788,0.9293619299379561,-5.897084347303306,0.004136336100271336,1.0
7,7.0,1.963462763068948,0.5455872751837734,1.629868085210093,0.17846264252926383,1.0
8,8.0,0.46071849689302685,0.8290625231737968,-0.4575856278996262,0.6710021776915182,1.0
9,9.0,1.323096475214963,1.2243531172998747,0.12940620045828652,0.9032824665833518,1.0
10,10.0,0.7243510321265871,0.13082076899853487,1.161452206034662,0.3100422494650494,1.0
11,11.0,1.2218318683737173,1.8204796929613851,-0.7071209247845581,0.5185106165108173,1.0
12,12.0,1.247567189745314,1.5794001357016445,-0.8772181924588445,0.42989599602961714,1.0
13,13.0,0.5428352969522836,1.7177840776965094,-9.012631377983585,0.0008392966123432098,2.0
14,14.0,0.7068459174853405,1.461404687491776,-0.7371530756233285,0.5019303227239855,2.0
15,15.0,0.6733401095762735,1.3866080446369515,-1.2743079174841763,0.27155376427852845,2.0
16,16.0,1.5117314757426195,-0.03455245630355327,1.4348805681679029,0.22464284990480218,2.0
17,17.0,0.9448077302969669,0.706549768342431,0.6263856334983661,0.5650331041506156,2.0
18,18.0,1.8710872032583767,1.5143620364898691,0.6851626081379587,0.5308841973464099,2.0
19,19.0,1.2128058967098203,1.0414136376122187,0.32744158769864473,0.7597542969961907,2.0
20,20.0,0.6852380400931312,1.11572987736695,-0.43058946328673,0.6889536490060657,2.0
21,21.0,0.03837921404682746,0.880836847489907,-1.2896416655899623,0.26668969250151453,2.0
22,22.0,1.3495303437006487,1.5268756731443796,-0.25899748031656783,0.8084195385728419,2.0
23,23.0,1.304886753588948,0.6879403928696907,0.9737772349978708,0.3853071670099203,2.0
24,24.0,0.9199487444060988,0.7883639936350179,0.10900028482381699,0.9184515071671817,2.0
25,25.0,0.7377109330151462,0.3927426890584622,0.5454543055449171,0.6144319519006223,2.0
26,26.0,0.6982350938994841,0.5947083234167158,0.11376824975667499,0.9149031159816217,2.0
27,27.0,0.6636255684053743,0.6073364718363913,0.1154377209753246,0.9136612320563456,2.0
28,28.0,-0.1975975754635898,0.5294531802172462,-0.5674161055537144,0.6007616954882227,2.0
29,29.0,1.8708127432000365,0.9048702118661742,1.115604071646955,0.32708886152744565,2.0
30,30.0,0.7445247929599152,0.08806503611124401,1.2213921656653184,0.28900048039818677,2.0
31,31.0,0.1151889169627512,1.8794393950997386,-2.174320846976717,0.09534805589534442,2.0
32,32.0,0.8515559190754493,0.7017463680434606,0.14814922511531256,0.8893932348274627,2.0
33,33.0,0.6608114255642984,0.3279434865035097,0.4320024600672051,0.6880077383440242,2.0
34,34.0,2.123305142101855,0.8982022729775782,3.7196418149770802,0.02048092254491151,3.0
35,35.0,-0.17652191279486998,0.20609769881095094,-0.3515773020901664,0.7428939639850829,3.0
36,36.0,2.274121016611434,-0.09183186332275901,2.9600485179005567,0.041552433742252405,4.0
37,37.0,1.5440391785010854,1.2118994030724972,0.5526823690303352,0.6099114269544591,4.0
38,38.0,0.5899661569471004,1.0396656311660353,-0.9544298588686962,0.39391372095310334,4.0
39,39.0,0.13098735754178162,1.7064307848393134,-1.2810617068411596,0.26940092973001034,4.0
40,40.0,1.1669498037569177,0.8611327991778875,0.6323918798287465,0.5614756628771536,4.0
41,41.0,0.5793434698517366,1.4966519574999257,-2.1994246555974577,0.0927121218338829,4.0
42,42.0,0.8119050268668992,0.8258320780677019,-0.01638630458749288,0.9877109589957194,4.0
43,43.0,1.0805366932331146,1.5934752439091422,-0.5886743885764023,0.5877156565820846,4.0
44,44.0,0.5539656839579671,0.5823467671345391,-0.03091287786076638,0.9768199561550285,4.0
45,45.0,1.8525836985072537,1.4262914790478016,0.44187388267869143,0.6814187698422289,4.0
46,46.0,0.2897118110624068,-0.27716916222471893,0.4992839628800465,0.6437915632671487,4.0
47,47.0,1.7155779178766217,0.579849295478681,1.8488250178322616,0.13817749349217537,4.0
48,48.0,2.161341258493311,0.6361485241098973,2.3561554166450445,0.07798939749375222,4.0
49,49.0,1.121646286188836,0.9286579480569085,0.3538435874987141,0.7413195367861156,4.0
50,50.0,1.2461020339623448,1.5685203172943873,-0.40023727218864324,0.7094359370604824,4.0
51,51.0,0.9452079730689341,1.3976261174336553,-0.7962093075371932,0.4704920508164348,4.0
52,52.0,0.8131189033284234,0.6331308597883787,0.36957667501951974,0.7304320769544373,4.0
53,53.0,0.6482061890718768,0.5411312651521115,0.1252150499116618,0.9063942089096282,4.0
54,54.0,0.27232483038687866,1.5156625733469464,-1.262914906734373,0.2752229161649943,4.0
55,55.0,1.0867933378969472,0.7796913551996528,0.35164281400959735,0.7428484303381213,4.0
56,56.0,1.3922819233253163,1.2348932775847101,0.19385482080431127,0.8557360494595379,4.0
57,57.0,0.37184305127320766,0.7241241817472343,-0.44845208354276445,0.6770468954630806,4.0
58,58.0,0.5779297060073834,1.3236857294851512,-0.6874391498911552,0.5295915710133272,4.0
59,59.0,0.7688742859452806,0.7549289357119586,0.03408282637076387,0.9744440645771049,4.0
60,60.0,0.9557954544687083,0.46635532143258934,0.44396647283014123,0.6800263810285456,4.0
61,61.0,0.6711618801879774,0.44110675142297046,0.2746488725130193,0.7971875983939526,4.0
62,62.0,1.0113027832635877,0.3632494636417332,1.050204362071704,0.3528842215510675,4.0
63,63.0,1.422620029771801,1.5292900188207943,-0.16703040549768092,0.8754500291345991,4.0
64,64.0,1.1653511341565048,1.9907830975524512,-1.3921439728076384,0.23628487765880782,4.0
65,65.0,0.1962567838857389,0.7293973698442985,-1.3282723602953281,0.2548063353046326,4.0
66,66.0,1.3996466242897532,1.4931776358072006,-0.28914005020198313,0.786840870949289,4.0
67,67.0,0.9768550199543915,0.9977296109060169,-0.039712999396818965,0.9702250326929043,4.0
68,68.0,1.2404572056724723,1.2375962704722914,0.0025297578502235913,0.9981026841419574,4.0
69,69.0,1.2844255177734578,2.221494399879594,-1.0352692112154733,0.3590247316480189,4.0
70,70.0,1.3341459465903265,1.3183296551842674,0.05379302747445963,0.9596795328610555,4.0
71,71.0,1.635222566225085,0.6541537435233925,0.8604216566385016,0.4380729198150851,4.0
72,72.0,0.5013973567310478,2.0613597802417134,-3.6780245008159826,0.021240784765865522,5.0
73,73.0,0.9398101361038643,1.3640733128043798,-0.5567831711963419,0.6073560257916768,5.0
74,74.0,1.3503257060944527,0.9635489415819257,0.9744667086018243,0.38500346042674244,5.0
75,75.0,1.2717211840573015,1.0205808076661425,0.660721958665988,0.544903454496594,5.0
76,76.0,0.7160004923755547,0.737789915648072,-0.03229471002936102,0.9757842288051967,5.0
77,77.0,1.1526491904353027,0.34288482169025974,0.7436108620442194,0.4984171124007223,5.0
78,78.0,1.5304505427224109,0.4724122375142601,1.5976852825658114,0.18535387939599748,5.0
79,79.0,1.029011214209997,1.6086912228689185,-1.274000783734381,0.2716520584943283,5.0
80,80.0,0.8388266467604574,0.9409159030661837,-0.10912823473636661,0.918356254458137,5.0
81,81.0,0.02661347864445851,0.5866934231200812,-0.6479583216892265,0.5523272516734822,5.0
82,82.0,0.7923074883573146,1.136267632429701,-1.144418178082932,0.31627766054381723,5.0
83,83.0,0.5277312207298834,1.5753927142151596,-4.005677756316951,0.016054130587584623,6.0
84,84.0,0.4032431525991827,1.2518824788653289,-0.9084536514560991,0.4150228604884468,6.0
85,85.0,1.2397376229805783,1.199007196228505,0.05059254852346891,0.9620758089261595,6.0
86,86.0,0.9253147936269409,0.7393595368726665,0.26876956345952996,0.8014000090167673,6.0
87,87.0,-0.6925863684440262,0.6470546295684648,-1.7965992394807215,0.14681828921701554,6.0
88,88.0,0.6519156850244054,0.9540743073595186,-0.4979699712572805,0.644639145474431,6.0
89,89.0,1.0725936448028908,1.0348486326605928,0.04523150480663402,0.9660908227964444,6.0
90,90.0,0.883361853728375,2.5467441417179066,-1.7831989387537697,0.1491273516018551,6.0
91,91.0,0.35360749435313127,1.327738625668588,-0.9672120946088035,0.3882093811331975,6.0
92,92.0,1.1694803040806063,1.669207919302698,-1.17490153420976,0.30519981979296035,6.0
