,trial,Mean distribution1,Mean distribution1,t-stat,p-value,FN
1,1.0,1.1234917574724508,4.047601363761065,-3.3562917256054368,0.028402405592218034,0.0
2,2.0,0.9570757602699853,2.5375878268102032,-1.960982591592696,0.12141777058215676,1.0
3,3.0,0.8065666190215031,3.4555073587716336,-2.6253101674840202,0.05847285162003265,2.0
4,4.0,1.557230150747628,2.4177240377001916,-0.7736923733345075,0.48229581646571607,3.0
5,5.0,1.8431070906354055,3.6779633810085417,-1.8170103900782189,0.14337424261234932,4.0
6,6.0,1.6673030473315993,2.8626298294798382,-1.3985664756730627,0.2344976965922426,5.0
7,7.0,1.6924331033921733,3.3576466259218414,-3.3728964811100046,0.02796862648061155,5.0
8,8.0,1.1989465338929852,3.3981235225553035,-1.785849337665169,0.148667595703296,6.0
9,9.0,0.42290339891754697,3.1885839761226786,-3.9034596246709117,0.017490222746985445,6.0
10,10.0,1.6247364301438239,3.308068932475321,-2.211228928599974,0.09150083906800656,7.0
11,11.0,-0.03503985786065115,2.7317924107199096,-7.715687883243434,0.0015188625769788416,7.0
12,12.0,1.0733850851725741,3.4720006931349316,-3.0890351027374994,0.036608624041686647,7.0
13,13.0,2.200496337278592,2.562055665726471,-0.443072792755516,0.6806208387775202,8.0
14,14.0,1.0033030695159697,3.491102687126375,-2.5984120810185742,0.0601485762467675,9.0
15,15.0,0.0655966546676865,3.763218586279534,-5.8356790662550555,0.004297485121390646,9.0
16,16.0,0.3456678363436225,2.940073153371909,-9.340756556238826,0.0007313863501942573,9.0
17,17.0,0.2468719467276402,2.1806249544065253,-1.686368564146327,0.16700258784488434,10.0
18,18.0,0.5822096418113363,2.616181586425317,-5.52202590741817,0.005251804108573586,10.0
19,19.0,0.5422968443839885,3.4309162148492103,-3.3417640568682985,0.028788471996743288,10.0
20,20.0,0.8419539600434577,3.861400278297173,-5.1464225003835,0.00676116295902203,10.0
21,21.0,1.0755482433767023,2.4912048780838014,-1.2492039194523625,0.27970157468091505,11.0
22,22.0,0.15643301583047667,3.708406835531411,-4.5257340887482815,0.010611797956190631,11.0
23,23.0,0.7800441137657478,3.4710109887302916,-1.9518136525164629,0.12270150704968744,12.0
24,24.0,1.0052939184622565,3.1949760280475346,-2.2813798195834596,0.08465762800574396,13.0
25,25.0,1.0079312650448808,2.3420070436848177,-0.9691489022550152,0.3873512418052854,14.0
26,26.0,1.815171943347296,3.4067268370139785,-1.904551017568345,0.12955710323666103,15.0
27,27.0,2.5489818427633835,2.094901239288765,0.9126881397734697,0.4130397911340012,16.0
28,28.0,1.2908155412550497,2.685690091107034,-4.167890015173032,0.014055148283297979,16.0
29,29.0,0.010564737771429892,3.3717213333833285,-3.5282930496923215,0.02426786352136339,16.0
30,30.0,0.8161331163175595,3.2704810830048117,-3.1816835337446765,0.033481251934979396,16.0
31,31.0,1.1520289359300004,3.5220722351178946,-2.919873814314999,0.04324892014416266,16.0
32,32.0,1.0676040917463399,2.892291800066593,-1.7196992780211144,0.16060655986122155,17.0
33,33.0,0.8768361932371812,3.4427362356895252,-2.599161432674745,0.06010115173330843,18.0
34,34.0,-4.171664352588718e-06,3.1278577077545293,-4.2028023011095375,0.013664978950893986,18.0
35,35.0,0.721296664248444,2.2386252217901803,-1.665361539391135,0.17117084475037433,19.0
36,36.0,0.8583826399030748,2.0472789570294396,-2.0425085739016415,0.11062774069443966,20.0
37,37.0,1.2043903319400915,3.5972804086529315,-4.155623071052389,0.014195420462212293,20.0
38,38.0,1.5724725449522898,2.8154346074258547,-1.453393176082751,0.2197794529266619,21.0
39,39.0,1.220720188008621,2.9058565634512887,-3.0624767977128795,0.03756757274380483,21.0
40,40.0,1.145730370011018,3.3727456445456636,-2.846615391652749,0.04655487766313943,21.0
41,41.0,0.39113959267741505,3.647076576237042,-2.980200236970229,0.04073080536424724,21.0
42,42.0,0.9798738463262405,4.130699979941352,-4.16473000162033,0.014091122542492476,21.0
43,43.0,0.26233663143769076,4.227516453681546,-4.042133138765143,0.015576533165316032,21.0
44,44.0,0.876740046995609,3.4931580758554914,-3.957823473740799,0.016708075888978647,21.0
45,45.0,0.22015217628759567,2.2593809262575273,-3.6300732894208685,0.02215845147734016,21.0
46,46.0,2.061000846192568,3.479832559464384,-2.8033979692863227,0.048642825574020145,21.0
47,47.0,0.9161283459601979,2.593951047456248,-2.1870119710649267,0.09400517444760124,22.0
48,48.0,0.17647253656076858,4.440066912968468,-8.525817023875433,0.0010384609439510512,22.0
49,49.0,1.0353020125797687,3.4122521240970816,-6.615163180124271,0.0027074600430649146,22.0
50,50.0,-0.0944249821102043,2.3323515278714324,-4.014156071638084,0.015941503293602076,22.0
51,51.0,1.238134667865494,2.9068540957317706,-1.6899347570142975,0.16630561993719012,23.0
52,52.0,0.3962638737537137,2.9494441987064253,-5.372888164000792,0.0057961130928144535,23.0
53,53.0,-0.001346240904687231,3.2048625460581657,-6.879037208944722,0.002339945961134105,23.0
54,54.0,0.2235439624691857,3.2581734805028817,-3.9017951341993347,0.01751485568123835,23.0
55,55.0,1.013461023048514,4.659614576007601,-6.257038300776763,0.0033275036453974194,23.0
56,56.0,0.9711016192107254,2.7044008368690413,-4.271866505215551,0.012930932774755237,23.0
57,57.0,-0.19336571296789143,4.0949141806737375,-4.35394746732677,0.01211949551389958,23.0
58,58.0,1.3506619290867832,4.612532326899406,-4.097698982966653,0.014881025793158838,23.0
59,59.0,1.416667916271688,3.450538981552244,-2.0745075600281186,0.10668413021850172,24.0
60,60.0,0.9097343648139019,3.688720882468625,-3.305376960281895,0.02978303025929007,24.0
61,61.0,0.7749381919815058,3.416564776624249,-2.0439676777797806,0.11044446631975496,25.0
62,62.0,1.3893739390791462,2.771230106179751,-1.162690139032578,0.30959356517572734,26.0
63,63.0,0.943857978589658,3.0426915264722183,-2.4616281151063917,0.06956957091619777,27.0
64,64.0,1.5259554415288854,2.5222962619966887,-1.572644968683536,0.1909059510164172,28.0
65,65.0,2.1670353586959687,2.4838585574272956,-0.40438266060452144,0.7066204127773652,29.0
66,66.0,1.5608774301832467,3.085149955130964,-2.241255084176066,0.08849868257124226,30.0
67,67.0,0.7818179980257574,2.3021630988770188,-1.1147378034377908,0.3274190701823209,31.0
68,68.0,0.4107366802603323,3.2202741673148636,-4.483938951962525,0.010956656492007954,31.0
69,69.0,0.17990516717691762,2.703189539035177,-3.4003575723737134,0.027268341379745396,31.0
70,70.0,0.8032824416723993,2.7449372439024664,-2.2277389400902763,0.08983623454178637,32.0
71,71.0,1.6089359217558368,3.5995257875031554,-3.001956520617013,0.039864993513017255,32.0
72,72.0,0.053703653401458475,2.6265215082072393,-2.8321854512448508,0.047240232819207646,32.0
73,73.0,1.452002351784922,2.7425901531825727,-2.536141996979708,0.06424371412964966,33.0
74,74.0,0.7165948770655629,3.9429464142101387,-2.7304231074854335,0.05242010042045554,34.0
75,75.0,1.8065411828296642,2.6748570191215646,-0.9899150009875151,0.3782525707926759,35.0
76,76.0,1.2781648235719638,2.368700933351318,-1.5802695802024493,0.18919743538754244,36.0
77,77.0,1.1720827380750778,3.566306023998146,-3.3365822599364683,0.028927677104009654,36.0
78,78.0,1.6087063436124194,2.43395820333318,-1.4538700823084356,0.21965557319047416,37.0
79,79.0,0.9888894263842131,3.379845187728581,-2.55278889578006,0.06311848862802637,38.0
80,80.0,0.9098801873081767,2.5506559128759836,-2.0099844422425224,0.11480098735709296,39.0
81,81.0,0.643049555947548,3.0739299344823947,-3.1905300106051993,0.03319941716662298,39.0
82,82.0,1.540587940176671,2.8874631117132417,-2.311454457730203,0.08190133707556027,40.0
83,83.0,1.2230923245160128,3.1493486079303614,-2.661264856128914,0.05631605704519917,41.0
84,84.0,0.7826134658371293,3.1175909269714754,-1.6182389333933902,0.18092155508567553,42.0
85,85.0,1.6054119405223986,2.724661464450707,-2.002666412499374,0.11576359231360878,43.0
86,86.0,0.5125676691354945,2.8378829836833632,-2.382552600181912,0.07577860981884015,44.0
87,87.0,0.44119770494575555,3.282217023776671,-7.372894563095581,0.0018035552581729753,44.0
88,88.0,1.5633946313284708,3.391436524543719,-1.5019911169919362,0.20751124729116463,45.0
89,89.0,-0.10778186694662883,2.31551028172128,-4.584776927124399,0.010146761466237896,45.0
90,90.0,0.6616333086345076,2.1521896129476854,-2.291182868001731,0.08374789450385801,46.0
91,91.0,0.48451144905499977,3.12623505948854,-2.5753739228243386,0.061627770614969726,47.0
92,92.0,0.5229284333767722,3.6137575052415944,-5.183491596436585,0.006590468517409024,47.0
93,93.0,1.0957938397052993,3.845469039456203,-3.222790871306076,0.03219505526639232,47.0
94,94.0,0.5149913843510372,3.096715713817393,-3.5539655174230758,0.02371402634478677,47.0
95,95.0,-0.05517003079353137,3.051521062734397,-5.355514632688016,0.005863917551681703,47.0
96,96.0,1.5040039718191769,4.158435175644029,-3.8510441321520323,0.018286303743372416,47.0
97,97.0,1.6849271501908791,3.830541202016304,-2.2191771350306535,0.090695203912345,48.0
98,98.0,0.21753226897407843,3.725007136215544,-3.893515397884033,0.017638008586677457,48.0
99,99.0,1.869757623514227,2.6144857245651667,-0.7235555794141237,0.5093880287313237,49.0
100,100.0,1.9678086797946002,3.174392214039121,-1.1238037029846877,0.32397832313594,50.0
